cost_id,route_id,vehicle_id,transport_mode,distance_km,base_cost,fuel_cost,driver_cost,toll_cost,handling_cost,transfer_cost,temperature_control_cost,total_cost,cost_per_kg,cost_per_km,fuel_price_index,route_id_raw
C06081,R0057,TRK023,road,248.7,1442.46,577.06,1313.42,214.68,588.07,342.77,969.44,5447.89,1.73,21.91,1.077,R057
C06082,R0008,TRK029,rail,141.3,508.68,123.65,412.58,17.16,257.57,451.86,1027.87,2799.37,0.61,19.81,1.192,R008
C06083,R0059,TRK007,road,118.1,684.98,278.31,1073.18,102.09,708.15,274.42,0.0,3121.13,1.54,26.43,1.13,R059
C06084,R0085,TRK032,road,523.4,3035.72,1160.88,1224.53,461.46,517.42,637.88,0.0,7037.89,2.74,13.45,1.13,R085
C06085,R0034,TRK038,road,77.6,450.08,183.64,1411.35,62.08,350.48,373.92,0.0,2831.54,2.14,36.49,1.14,R034
C06086,R0006,TRK008,road,251.9,1461.02,617.49,1420.66,182.97,346.66,291.81,0.0,4320.6,1.03,17.15,1.116,R006
C06087,R0041,TRK003,road,486.8,2823.44,1023.25,1277.51,370.72,283.27,535.43,505.02,6818.64,1.48,14.01,1.24,R041
C06088,R0091,TRK034,road,87.7,508.66,220.59,965.17,60.54,163.16,326.92,1412.97,3658.0,1.02,41.71,0.933,R091
C06089,R0050,TRK027,rail,393.7,1417.32,307.15,510.76,62.93,184.51,445.19,0.0,2927.85,0.68,7.44,1.013,R050
C06090,R0041,TRK004,rail,275.4,991.44,197.15,512.57,45.69,735.18,280.01,0.0,2762.05,0.77,10.03,0.985,R041
C06091,R0068,TRK028,road,113.7,659.46,218.94,1193.4,75.89,602.3,580.45,1285.1,4615.54,1.96,40.59,0.929,R068
C06092,R0032,TRK011,road,450.2,2611.16,931.68,1033.37,377.63,871.88,45.6,0.0,5871.31,3.46,13.04,1.063,R032
C06093,R0016,TRK025,rail,97.9,352.44,70.19,414.23,15.82,845.24,612.33,1255.13,3565.38,3.55,36.42,1.049,R016
C06094,R0093,TRK035,local,282.5,2316.5,752.39,773.03,63.56,457.88,160.28,0.0,4523.63,1.35,16.01,1.227,R093
C06095,R0023,TRK045,local,422.7,3466.14,1051.23,754.63,124.35,804.88,270.35,0.0,6471.58,1.7,15.31,1.114,R023
C06096,R0030,TRK029,road,457.6,2654.08,1107.32,1219.26,370.18,878.93,654.79,989.45,7874.01,3.04,17.21,0.964,R030
C06097,R0034,TRK008,rail,59.6,214.56,42.67,464.84,8.45,642.79,185.75,0.0,1559.06,0.34,26.16,0.92,R034
C06098,R0074,TRK050,road,463.5,2688.3,921.24,1006.05,279.55,539.58,559.75,0.0,5994.48,5.02,12.93,0.985,R074
C06099,R0068,TRK031,rail,317.8,1144.08,249.89,380.01,56.68,485.63,61.59,1336.65,3714.53,2.73,11.69,0.931,R068
C06100,R0071,TRK032,road,410.7,2382.06,911.16,1279.97,345.85,226.7,666.21,69.6,5881.54,1.35,14.32,1.055,R071
C06101,R0041,TRK005,road,414.0,2401.2,857.89,1047.61,320.72,228.24,477.78,1769.83,7103.27,3.09,17.16,1.094,R041
C06102,R0045,TRK015,road,110.0,638.0,230.15,1382.09,81.74,316.75,87.09,0.0,2735.81,3.93,24.87,1.171,R045
C06103,R0042,TRK044,road,258.1,1496.98,635.67,1229.96,222.54,300.36,67.94,0.0,3953.44,1.15,15.32,1.073,R042
C06104,R0039,TRK019,road,321.5,1864.7,778.57,1063.86,267.2,494.83,529.46,174.35,5172.97,8.26,16.09,1.235,R039
C06105,R0015,TRK015,road,410.5,2380.9,933.93,1229.51,330.56,475.32,455.9,0.0,5806.11,1.26,14.14,0.909,R015
C06106,R0048,TRK034,road,265.2,1538.16,529.86,1197.12,175.22,744.15,453.76,0.0,4638.27,1.55,17.49,1.117,R048
C06107,R0056,TRK007,road,443.4,2571.72,961.17,1426.47,304.49,879.75,102.21,0.0,6245.8,1.59,14.09,1.145,R056
C06108,R0041,TRK016,road,316.3,1834.54,602.94,1302.49,270.96,444.91,57.55,0.0,4513.39,0.91,14.27,1.087,R041
C06109,R0060,TRK017,rail,68.5,246.6,49.15,382.98,11.33,833.3,363.48,0.0,1886.84,0.54,27.55,0.986,R060
C06110,R0087,TRK033,road,466.2,2703.96,879.57,1193.19,398.47,330.07,392.97,0.0,5898.23,1.29,12.65,0.949,R087
C06111,R0046,TRK037,road,245.6,1424.48,534.44,999.88,190.57,571.4,90.76,0.0,3811.52,1.0,15.52,0.903,R046
C06112,R0025,TRK013,road,106.7,618.86,212.36,1287.67,75.6,810.95,627.0,0.0,3632.44,2.29,34.04,1.238,R025
C06113,R0006,TRK038,rail,451.9,1626.84,338.05,406.39,64.86,713.76,128.35,0.0,3278.24,2.47,7.25,1.24,R006
C06114,R0062,TRK001,road,39.2,227.36,78.36,1286.27,32.46,624.44,669.96,0.0,2918.84,2.18,74.46,1.114,R062
C06115,R0078,TRK002,local,486.1,3986.02,1174.54,1035.71,138.01,608.49,262.13,0.0,7204.9,2.41,14.82,1.027,R078
C06116,R0065,TRK029,rail,388.8,1399.68,334.56,447.31,47.58,794.83,76.23,760.03,3860.22,1.07,9.93,0.982,R065
C06117,R0039,TRK043,rail,257.6,927.36,217.86,490.09,41.25,721.21,544.37,415.42,3357.57,0.86,13.03,1.118,R039
C06118,R0018,TRK028,local,274.8,2253.36,690.85,776.33,70.38,388.4,51.65,0.0,4230.98,0.99,15.4,0.944,R018
C06119,R0048,TRK007,road,369.3,2141.94,847.28,1354.57,316.59,431.9,173.9,444.03,5710.21,1.24,15.46,1.189,R048
C06120,R0089,TRK014,local,467.8,3835.96,1147.78,873.81,140.31,570.33,153.9,1546.98,8269.07,1.85,17.68,1.171,R089
C06121,R0031,TRK010,road,218.2,1265.56,423.56,1414.69,192.03,650.95,75.69,1593.04,5615.52,8.87,25.74,0.953,R031
C06122,R0011,TRK034,road,154.5,896.1,329.13,1401.9,125.39,547.55,399.94,1462.55,5162.57,1.34,33.41,1.2,R011
C06123,R0079,TRK039,road,278.2,1613.56,633.6,1114.09,195.27,520.56,1.8,0.0,4078.88,1.42,14.66,1.0,R079
C06124,R0037,TRK009,rail,426.4,1535.04,371.68,396.28,72.04,255.36,295.25,0.0,2925.65,1.06,6.86,0.975,R037
C06125,R0068,TRK018,road,222.8,1292.24,422.89,1159.5,148.94,190.83,576.28,0.0,3790.67,1.3,17.01,1.18,R068
C06126,R0061,TRK018,road,442.8,2568.24,1013.51,1156.73,278.28,615.1,378.67,1605.53,7616.07,5.33,17.2,1.155,R061
C06127,R0010,TRK039,road,211.6,1227.28,448.55,963.69,170.02,785.41,251.24,611.11,4457.29,1.07,21.06,1.176,R010
C06128,R0096,TRK040,road,232.3,1347.34,438.26,1392.84,195.0,686.89,297.81,0.0,4358.13,1.24,18.76,0.976,R096
C06129,R0043,TRK046,local,398.6,3268.52,1002.63,894.55,89.26,343.53,267.85,0.0,5866.35,2.21,14.72,0.924,R043
C06130,R0067,TRK001,road,132.1,766.18,293.5,999.93,90.2,431.99,274.03,292.07,3147.89,1.0,23.83,0.955,R067
C06131,R0048,TRK008,rail,291.9,1050.84,213.33,411.48,51.93,835.21,426.04,0.0,2988.84,0.68,10.24,1.214,R048
C06132,R0033,TRK017,road,158.9,921.62,374.8,1333.42,102.72,508.32,697.11,310.08,4248.07,1.5,26.73,1.079,R033
C06133,R0025,TRK005,road,413.7,2399.46,885.79,1162.06,362.18,431.72,625.05,0.0,5866.25,1.22,14.18,1.212,R025
C06134,R0060,TRK006,local,163.7,1342.34,517.34,1071.63,46.57,163.18,201.6,0.0,3342.66,0.69,20.42,1.207,R060
C06135,R0056,TRK012,road,464.4,2693.52,1094.63,1239.8,308.14,361.94,541.3,0.0,6239.33,1.7,13.44,1.019,R056
C06136,R0075,TRK022,road,262.3,1521.34,646.62,1008.01,200.73,304.92,309.14,0.0,3990.76,1.11,15.21,1.153,R075
C06137,R0075,TRK023,rail,382.4,1376.64,271.6,513.54,66.48,268.4,486.85,1601.28,4584.79,13.8,11.99,1.02,R075
C06138,R0046,TRK038,rail,260.6,938.16,229.87,536.43,42.66,414.37,672.36,1372.52,4206.37,0.9,16.14,1.061,R046
C06139,R0096,TRK047,road,471.4,2734.12,1037.29,1389.58,311.77,858.31,595.79,0.0,6926.86,3.9,14.69,1.229,R096
C06140,R0051,TRK004,local,349.6,2866.72,1037.46,919.02,97.77,758.08,0.19,0.0,5679.23,2.54,16.24,1.115,R051
C06141,R0074,TRK049,road,316.7,1836.86,720.96,1186.4,253.88,847.75,484.95,0.0,5330.8,1.87,16.83,1.216,R074
C06142,R0019,TRK034,road,193.9,1124.62,423.81,1149.44,137.53,206.98,592.48,598.96,4233.82,1.11,21.84,0.919,R019
C06143,R0085,TRK020,road,182.5,1058.5,341.82,1320.54,127.05,627.97,293.1,0.0,3768.98,7.8,20.65,0.911,R085
C06144,R0077,TRK004,local,245.1,2009.82,639.36,1021.12,56.87,383.4,283.49,60.75,4454.81,1.69,18.18,1.223,R077
C06145,R0011,TRK020,road,148.5,861.3,331.57,1043.18,131.55,205.9,654.28,517.26,3745.03,2.93,25.22,0.902,R011
C06146,R0068,TRK032,local,130.1,1066.82,380.47,866.24,30.59,349.63,166.89,1260.93,4121.57,0.85,31.68,1.2,R068
C06147,R0064,TRK039,road,423.1,2453.98,972.51,1355.98,315.09,338.01,649.91,0.0,6085.48,2.33,14.38,1.015,R064
C06148,R0030,TRK026,road,175.0,1015.0,373.26,1438.0,145.92,636.33,171.3,0.0,3779.81,0.97,21.6,1.137,R030
C06149,R0064,TRK021,rail,267.0,961.2,188.23,486.8,47.04,283.89,384.25,0.0,2351.41,1.12,8.81,1.14,R064
C06150,R0042,TRK010,road,329.6,1911.68,661.94,1098.77,220.03,716.54,8.73,718.69,5336.39,1.13,16.19,1.098,R042
C06151,R0084,TRK033,local,138.6,1136.52,378.1,974.21,37.86,807.21,63.96,0.0,3397.87,4.62,24.52,0.906,R084
C06152,R0053,TRK016,rail,53.3,191.88,46.93,375.1,8.93,323.86,203.92,0.0,1150.63,1.41,21.59,1.146,R053
C06153,R0086,TRK030,road,227.2,1317.76,521.52,1029.58,197.08,845.73,651.16,377.08,4939.92,3.31,21.74,1.207,R086
C06154,R0062,TRK041,road,150.7,874.06,295.88,1426.82,109.04,752.46,308.3,161.5,3928.07,3.41,26.07,1.213,R062
C06155,R0057,TRK039,road,480.4,2786.32,1037.9,1326.29,386.54,245.61,380.65,0.0,6163.3,1.47,12.83,1.073,R057
C06156,R0045,TRK001,local,261.6,2145.12,778.03,801.07,65.86,440.97,278.14,3.91,4513.11,1.3,17.25,0.906,R045
C06157,R0037,TRK030,road,284.6,1650.68,701.64,1003.98,233.21,622.15,578.58,0.0,4790.24,3.95,16.83,1.041,R037
C06158,R0021,TRK017,road,359.2,2083.36,810.13,1169.77,318.59,701.61,610.41,1681.34,7375.21,5.98,20.53,1.191,R021
C06159,R0011,TRK011,road,407.3,2362.34,1008.46,1080.57,299.1,543.2,469.03,0.0,5762.7,1.42,14.15,1.024,R011
C06160,R0061,TRK029,local,357.4,2930.68,1094.6,921.18,97.8,806.38,109.12,0.0,5959.76,1.87,16.68,0.958,R061
C06161,R0087,TRK037,road,121.1,702.38,292.97,1100.91,96.02,237.19,362.67,0.0,2792.14,2.26,23.06,1.097,R087
C06162,R0042,TRK032,rail,114.8,413.28,79.74,443.83,17.66,721.35,558.55,1406.66,3641.07,1.9,31.72,1.156,R042
C06163,R0015,TRK027,local,445.3,3651.46,1130.09,1061.33,99.83,451.82,269.58,1184.04,7848.14,2.54,17.62,0.928,R015
C06164,R0008,TRK023,road,413.6,2398.88,1030.12,1296.25,285.04,187.59,154.54,0.0,5352.42,1.88,12.94,1.046,R008
C06165,R0085,TRK033,road,396.4,2299.12,758.5,1273.27,267.28,252.28,689.9,0.0,5540.35,2.32,13.98,0.95,R085
C06166,R0025,TRK020,road,270.4,1568.32,656.95,1299.88,220.27,869.41,227.52,0.0,4842.35,1.13,17.91,1.024,R025
C06167,R0071,TRK017,rail,88.4,318.24,77.05,372.69,11.73,300.83,699.26,1153.26,2933.06,0.97,33.18,0.965,R071
C06168,R0089,TRK007,road,309.1,1792.78,736.33,1147.78,259.76,487.15,501.22,0.0,4925.01,1.08,15.93,1.073,R089
C06169,R0010,TRK046,local,541.6,4441.12,1645.74,754.48,153.87,809.62,152.88,0.0,7957.72,2.13,14.69,1.144,R010
C06170,R0022,TRK032,road,529.1,3068.78,1117.48,1214.32,362.35,687.67,212.75,1.64,6664.99,1.35,12.6,1.093,R022
C06171,R0072,TRK042,local,358.6,2940.52,972.65,951.78,77.14,310.99,46.74,0.0,5299.81,7.66,14.78,1.016,R072
C06172,R0036,TRK009,road,104.4,605.52,203.87,1245.85,76.31,776.72,103.39,0.0,3011.66,1.14,28.85,1.11,R036
C06173,R0052,TRK006,road,126.8,735.44,242.76,1350.36,109.98,191.75,581.55,0.0,3211.86,0.76,25.33,1.002,R052
C06174,R0066,TRK024,rail,221.3,796.68,159.84,440.79,32.7,742.92,88.26,0.0,2261.2,0.49,10.22,1.138,R066
C06175,R0041,TRK026,road,317.8,1843.24,648.29,1353.8,278.42,591.28,163.66,205.22,5083.9,1.44,16.0,0.949,R041
C06176,R0042,TRK019,rail,190.3,685.08,174.17,506.57,30.77,241.12,497.85,982.7,3118.25,0.71,16.39,1.238,R042
C06177,R0086,TRK008,rail,472.3,1700.28,345.75,426.86,60.78,360.14,617.74,0.0,3511.55,0.99,7.43,1.142,R086
C06178,R0022,TRK004,road,97.7,566.66,235.83,1281.72,67.8,606.62,31.73,0.0,2790.36,0.76,28.56,0.962,R022
C06179,R0026,TRK030,road,290.9,1687.22,688.16,1183.5,237.73,673.64,696.15,0.0,5166.38,1.36,17.76,1.162,R026
C06180,R0024,TRK049,rail,389.8,1403.28,350.38,529.53,49.78,807.48,485.99,0.0,3626.43,0.83,9.3,0.954,R024
C06181,R0093,TRK010,road,470.9,2731.22,1017.86,1376.62,303.9,381.92,258.89,0.0,6070.41,1.68,12.89,1.005,R093
C06182,R0006,TRK006,road,447.3,2594.34,1067.03,997.39,394.43,367.92,508.85,423.63,6353.59,12.93,14.2,1.02,R006
C06183,R0063,TRK022,road,510.9,2963.22,1275.1,1021.54,442.48,506.17,10.35,306.72,6525.57,2.4,12.77,0.926,R063
C06184,R0056,TRK049,road,251.3,1457.54,476.29,1179.25,216.13,406.54,182.35,0.0,3918.09,1.97,15.59,0.994,R056
C06185,R0065,TRK023,road,272.5,1580.5,541.24,1274.52,233.41,189.0,191.33,0.0,4010.01,2.44,14.72,1.113,R065
C06186,R0065,TRK042,local,379.3,3110.26,1111.8,1065.56,85.81,867.24,275.22,0.0,6515.9,2.05,17.18,1.14,R065
C06187,R0084,TRK022,road,49.1,284.78,119.13,1101.25,41.19,877.86,328.96,1196.17,3949.34,1.71,80.43,1.038,R084
C06188,R0067,TRK032,rail,266.6,959.76,231.27,460.75,35.82,786.6,490.94,0.0,2965.13,1.68,11.12,0.923,R067
C06189,R0025,TRK023,local,236.0,1935.2,668.65,887.36,67.84,816.14,273.05,0.0,4648.25,5.45,19.7,1.098,R025
C06190,R0085,TRK043,rail,160.3,577.08,111.82,422.63,23.75,453.36,357.85,1037.44,2983.93,0.65,18.61,1.181,R085
C06191,R0034,TRK030,local,364.7,2990.54,976.08,764.26,104.69,850.25,14.13,0.0,5699.94,1.98,15.63,1.14,R034
C06192,R0063,TRK010,road,506.2,2935.96,1020.94,1372.1,441.26,547.91,596.21,0.0,6914.38,1.48,13.66,1.102,R063
C06193,R0075,TRK038,road,323.1,1873.98,687.21,1358.91,269.9,681.47,41.34,0.0,4912.8,1.52,15.21,1.194,R075
C06194,R0098,TRK013,road,339.6,1969.68,850.37,1273.05,265.28,205.44,576.6,0.0,5140.42,3.2,15.14,1.042,R098
C06195,R0033,TRK001,road,86.9,504.02,213.67,1225.38,62.84,335.08,384.36,63.36,2788.71,0.75,32.09,0.994,R033
C06196,R0098,TRK031,road,143.0,829.4,293.36,1194.75,96.46,194.46,664.08,0.0,3272.51,1.15,22.88,0.918,R098
C06197,R0083,TRK032,road,378.5,2195.3,788.33,1010.2,317.0,432.99,24.42,1139.2,5907.44,1.31,15.61,1.071,R083
C06198,R0043,TRK002,local,451.0,3698.2,1160.17,914.34,96.82,559.61,66.79,719.31,7215.24,1.81,16.0,1.162,R043
C06199,R0098,TRK012,road,388.4,2252.72,819.33,1157.81,238.99,836.24,450.29,0.0,5755.37,4.53,14.82,1.021,R098
C06200,R0041,TRK002,road,205.8,1193.64,439.74,1031.83,175.59,217.49,263.43,0.0,3321.72,1.02,16.14,1.126,R041
C06201,R0060,TRK004,road,99.7,578.26,224.23,1295.16,66.53,278.72,136.61,0.0,2579.51,2.91,25.87,1.163,R060
C06202,R0077,TRK026,road,198.7,1152.46,486.46,1100.98,138.55,745.17,561.39,0.0,4185.02,1.35,21.06,1.166,R077
C06203,R0053,TRK003,road,514.5,2984.1,1206.92,1438.3,332.22,614.92,267.48,1432.35,8276.29,1.75,16.09,0.916,R053
C06204,R0012,TRK021,road,325.7,1889.06,781.18,1101.47,229.32,290.78,580.88,0.0,4872.7,3.82,14.96,0.931,R012
C06205,R0055,TRK038,road,391.8,2272.44,975.42,1305.04,282.31,897.62,273.88,0.0,6006.71,2.31,15.33,1.19,R055
C06206,R0095,TRK018,rail,190.2,684.72,172.33,396.46,27.8,256.25,118.79,0.0,1656.35,0.37,8.71,1.226,R095
C06207,R0015,TRK029,road,442.9,2568.82,845.8,1041.13,308.2,236.33,94.81,1208.73,6303.81,1.91,14.23,1.236,R015
C06208,R0007,TRK004,road,540.0,3132.0,1080.52,1330.99,406.16,477.94,3.25,1252.38,7683.24,2.02,14.23,1.044,R007
C06209,R0072,TRK043,road,538.6,3123.88,1341.98,1139.26,466.19,271.36,43.72,0.0,6386.38,1.86,11.86,1.143,R072
C06210,R0033,TRK015,road,63.9,370.62,134.89,1118.19,53.82,315.78,622.66,0.0,2615.95,0.72,40.94,1.241,R033
C06211,R0070,TRK018,local,505.7,4146.74,1585.49,1068.06,106.96,755.34,34.56,0.0,7697.15,4.11,15.22,0.942,R070
C06212,R0072,TRK010,local,204.8,1679.36,569.92,1071.79,50.35,234.19,236.1,0.0,3841.72,0.81,18.76,0.913,R072
C06213,R0088,TRK016,road,502.9,2916.82,1092.34,1161.34,402.09,401.43,129.47,0.0,6103.49,8.89,12.14,1.159,R088
C06214,R0027,TRK021,road,532.9,3090.82,1006.43,1047.04,407.27,313.15,644.55,0.0,6509.26,3.94,12.21,1.008,R027
C06215,R0063,TRK032,local,227.2,1863.04,670.4,740.91,49.64,450.75,292.95,0.0,4067.7,2.48,17.9,1.224,R063
C06216,R0008,TRK029,rail,454.0,1634.4,394.18,415.12,74.78,423.87,354.61,1128.4,4425.37,0.92,9.75,1.22,R008
C06217,R0020,TRK021,road,532.8,3090.24,1001.72,1091.87,345.09,619.8,212.37,1163.62,7524.72,1.72,14.12,1.028,R020
C06218,R0039,TRK007,road,323.6,1876.88,814.31,1184.89,279.32,836.67,602.25,0.0,5594.31,3.09,17.29,0.941,R039
C06219,R0041,TRK035,rail,201.2,724.32,170.74,513.45,27.63,200.91,565.97,0.0,2203.02,0.46,10.95,1.006,R041
C06220,R0035,TRK040,road,65.7,381.06,138.66,1216.04,47.78,296.1,111.25,1042.2,3233.09,1.41,49.21,1.139,R035
C06221,R0099,TRK023,rail,272.7,981.72,236.55,524.68,45.59,246.89,27.75,1203.71,3266.9,1.17,11.98,0.99,R099
C06222,R0064,TRK011,road,214.7,1245.26,493.03,1349.41,165.92,486.15,470.53,0.0,4210.3,7.82,19.61,1.23,R064
C06223,R0051,TRK045,road,402.8,2336.24,921.38,1082.56,291.26,798.43,154.4,0.0,5584.26,6.21,13.86,0.929,R051
C06224,R0031,TRK028,rail,44.5,160.2,36.9,503.43,7.31,618.21,71.08,0.0,1397.13,1.23,31.4,0.944,R031
C06225,R0041,TRK049,rail,494.8,1781.28,391.16,529.48,66.51,354.24,465.5,0.0,3588.16,0.98,7.25,1.174,R041
C06226,R0009,TRK014,road,376.5,2183.7,724.2,1054.12,250.11,586.37,657.95,0.0,5456.46,3.05,14.49,0.942,R009
C06227,R0021,TRK003,road,276.3,1602.54,688.35,1077.71,203.54,453.19,84.26,0.0,4109.59,1.59,14.87,1.085,R021
C06228,R0056,TRK001,road,161.8,938.44,405.13,1000.07,112.47,516.97,453.11,1558.8,4984.98,1.05,30.81,1.006,R056
C06229,R0057,TRK003,road,215.7,1251.06,463.82,1268.75,146.15,540.67,462.12,0.0,4132.57,11.32,19.16,0.942,R057
C06230,R0029,TRK035,local,192.0,1574.4,564.25,802.22,44.66,532.27,276.53,0.0,3794.33,2.11,19.76,0.941,R029
C06231,R0052,TRK002,local,389.8,3196.36,986.19,1069.95,79.69,528.08,242.01,0.0,6102.29,1.48,15.65,0.936,R052
C06232,R0017,TRK007,local,403.3,3307.06,1130.85,1022.5,107.19,859.92,17.3,0.0,6444.81,1.62,15.98,1.217,R017
C06233,R0066,TRK008,road,232.5,1348.5,557.13,1143.31,181.67,459.66,324.36,0.0,4014.63,0.99,17.27,0.977,R066
C06234,R0072,TRK036,road,460.3,2669.74,1161.8,1030.86,382.22,572.97,623.38,0.0,6440.98,2.22,13.99,1.137,R072
C06235,R0018,TRK019,road,173.0,1003.4,402.91,975.18,131.9,357.55,310.3,810.56,3991.82,7.47,23.07,1.098,R018
C06236,R0039,TRK039,road,238.6,1383.88,510.85,1385.81,145.71,377.33,263.3,0.0,4066.89,0.94,17.04,1.127,R039
C06237,R0090,TRK002,road,102.2,592.76,193.89,1415.35,64.56,532.83,571.34,0.0,3370.74,4.29,32.98,0.949,R090
C06238,R0020,TRK045,road,291.3,1689.54,725.83,1099.07,254.17,799.4,231.13,0.0,4799.14,2.08,16.47,1.068,R020
C06239,R0083,TRK037,rail,220.1,792.36,202.09,436.06,38.43,267.55,232.88,1666.68,3636.05,1.01,16.52,1.183,R083
C06240,R0076,TRK046,road,447.0,2592.6,923.24,1260.39,389.11,668.8,22.16,0.0,5856.31,15.76,13.1,1.125,R076
C06241,R0026,TRK023,road,30.4,176.32,74.63,1092.35,18.46,467.03,170.45,0.0,1999.23,1.42,65.76,1.115,R026
C06242,R0052,TRK036,road,191.1,1108.38,386.88,1294.4,158.31,221.75,537.01,0.0,3706.72,0.99,19.4,1.216,R052
C06243,R0015,TRK036,road,183.7,1065.46,415.36,1213.52,114.13,259.7,661.28,0.0,3729.45,1.1,20.3,0.936,R015
C06244,R0032,TRK041,road,412.3,2391.34,793.84,1013.0,336.47,494.31,446.96,0.0,5475.92,1.96,13.28,0.977,R032
C06245,R0074,TRK018,road,428.1,2482.98,900.3,1312.76,275.76,665.39,199.64,0.0,5836.84,4.79,13.63,1.113,R074
C06246,R0049,TRK015,road,63.3,367.14,140.75,1374.48,44.32,356.84,567.05,0.0,2850.58,0.7,45.03,1.218,R049
C06247,R0060,TRK046,road,72.2,418.76,178.76,1430.48,56.0,895.72,414.12,0.0,3393.85,1.12,47.01,1.24,R060
C06248,R0010,TRK042,road,73.2,424.56,156.68,1218.29,45.2,735.96,153.26,0.0,2733.95,1.51,37.35,1.055,R010
C06249,R0018,TRK008,road,176.6,1024.28,434.96,1430.96,139.38,629.86,566.11,0.0,4225.55,2.04,23.93,1.21,R018
C06250,R0050,TRK017,rail,499.5,1798.2,398.58,484.14,71.31,529.8,460.1,0.0,3742.13,0.81,7.49,1.087,R050
C06251,R0019,TRK002,road,468.6,2717.88,1015.28,1283.28,421.3,830.06,197.1,0.0,6464.89,2.3,13.8,1.151,R019
C06252,R0095,TRK015,road,433.2,2512.56,840.27,1125.46,269.17,447.37,689.11,902.77,6786.73,1.67,15.67,1.242,R095
C06253,R0029,TRK019,road,272.4,1579.92,608.53,1132.39,219.65,385.4,224.85,0.0,4150.74,5.38,15.24,1.097,R029
C06254,R0068,TRK047,rail,117.8,424.08,84.78,481.43,16.89,338.43,165.64,814.01,2325.26,2.35,19.74,0.968,R068
C06255,R0082,TRK004,road,480.0,2784.0,941.1,1190.78,414.41,274.07,134.65,0.0,5739.02,3.34,11.96,1.193,R082
C06256,R0042,TRK031,local,35.3,289.46,98.81,891.83,8.57,459.89,256.33,0.0,2004.89,1.12,56.8,1.151,R042
C06257,R0037,TRK010,road,429.9,2493.42,1041.21,1061.15,354.09,390.94,544.89,307.48,6193.19,1.33,14.41,1.114,R037
C06258,R0064,TRK040,road,107.6,624.08,224.05,999.93,87.16,761.67,114.15,1260.44,4071.48,3.59,37.84,1.087,R064
C06259,R0068,TRK028,road,429.0,2488.2,973.5,1138.24,324.52,575.24,1.46,1781.62,7282.79,3.62,16.98,1.242,R068
C06260,R0094,TRK010,local,130.5,1070.1,406.57,918.84,27.06,513.65,182.95,0.0,3119.17,4.3,23.9,1.111,R094
C06261,R0030,TRK036,road,66.8,387.44,136.2,1173.92,57.81,227.18,635.41,0.0,2617.96,6.62,39.19,1.164,R030
C06262,R0030,TRK029,road,251.6,1459.28,491.93,1304.53,201.92,585.5,325.37,0.0,4368.53,2.03,17.36,1.224,R030
C06263,R0041,TRK040,rail,348.4,1254.24,275.22,385.06,58.4,154.69,694.7,0.0,2822.3,1.4,8.1,0.907,R041
C06264,R0079,TRK014,road,352.6,2045.08,661.26,1212.34,237.95,872.34,645.36,1474.0,7148.33,4.56,20.27,0.998,R079
C06265,R0042,TRK005,local,511.7,4195.94,1351.67,1069.3,136.96,897.52,59.97,802.42,8513.78,2.49,16.64,1.236,R042
C06266,R0030,TRK003,road,524.9,3044.42,1236.63,1217.01,404.27,362.47,131.67,0.0,6396.47,5.12,12.19,1.17,R030
C06267,R0003,TRK031,road,267.1,1549.18,551.83,1124.25,226.61,823.89,422.8,0.0,4698.56,0.98,17.59,0.973,R003
C06268,R0056,TRK032,rail,516.2,1858.32,415.66,498.47,89.82,824.86,629.6,0.0,4316.73,1.87,8.36,0.949,R056
C06269,R0036,TRK024,rail,38.0,136.8,33.26,495.29,5.06,884.49,73.27,1149.95,2778.12,2.22,73.11,1.036,R036
C06270,R0035,TRK025,road,370.3,2147.74,894.16,1423.11,321.49,434.98,396.0,0.0,5617.47,1.81,15.17,0.969,R035
C06271,R0084,TRK041,road,368.0,2134.4,886.09,1007.83,256.03,403.11,50.03,1012.37,5749.86,2.65,15.62,1.112,R084
C06272,R0032,TRK025,road,133.0,771.4,327.89,1402.73,110.75,463.19,696.35,1527.3,5299.61,4.91,39.85,1.105,R032
C06273,R0094,TRK022,road,207.0,1200.6,447.07,1016.28,172.63,876.82,208.79,315.42,4237.61,1.34,20.47,1.107,R094
C06274,R0091,TRK043,local,332.9,2729.78,989.72,959.01,91.19,320.51,82.29,0.0,5172.5,1.55,15.54,1.219,R091
C06275,R0032,TRK008,road,81.9,475.02,187.44,1326.16,65.85,232.17,429.55,0.0,2716.19,1.1,33.16,1.096,R032
C06276,R0038,TRK019,road,238.3,1382.14,596.49,1366.41,212.81,614.48,489.1,0.0,4661.44,1.49,19.56,1.024,R038
C06277,R0035,TRK026,road,471.7,2735.86,937.22,1197.78,306.87,783.67,464.78,0.0,6426.18,1.39,13.62,1.15,R035
C06278,R0057,TRK020,road,309.4,1794.52,657.54,1425.31,238.25,877.54,254.12,1359.29,6606.57,4.77,21.35,1.098,R057
C06279,R0086,TRK002,road,546.3,3168.54,1097.07,1136.86,405.26,359.24,59.61,561.18,6787.76,4.2,12.42,1.102,R086
C06280,R0022,TRK023,road,473.1,2743.98,1074.13,1176.78,323.48,516.08,278.32,0.0,6112.76,2.1,12.92,1.227,R022
C06281,R0064,TRK025,road,365.9,2122.22,881.26,1158.72,240.68,383.05,63.18,0.0,4849.1,3.7,13.25,1.04,R064
